"Yesterday, when the final whistle blew at the final match between á OIS and IFK and it was certain that OIS had won the Swedish á title.",joy
"When I dived among sharks and the brightly coloured fish on the á outer reef of Tvavni, Fidgi.",joy
When I passed the driving test three weeks ago and got my á licence.,joy
When I met friends I had not seen for the last 2-4 years.,joy
[ No response.],joy
"I feel unbelievably happy about the relationship between my á boyfriend and me, it is a reoccurring feeling.",joy
I was very happy when I got an attractive Summer job.,joy
The birth of my child.,joy
"During the Christmas holidays, I met some of my old friends, á after not having seen them for six months.",joy
"In the underground's escalator, a youngish bum asked me for á money.  Although I did not give him anything, the fellow told me á that I was really good-looking.  A man who was in front of me á also turned to look at me.",joy
"A person with whom I had been on bad terms, gave me a present. We á became reconciled.",joy
After having considered it for hours I was able to overcome my á scruples and to call a friend with whom I had fallen in love. I á realized that my decision was right - and was very glad.,joy
In summer when I was sailing with friends in Greece I felt joy.,joy
"Walking along the beach with a friend (another girl), talking, á picking up shells, laughing, chasing seagulls.",joy
On meeting an old friend of mine.,joy
"When I realised that I was forgiven by the God who is there, when á I realised how much God loves me and that my acceptance with him á is not based on my performance - that he loves me unconditionally á and showed that love in Christ who died because I do need á forgiveness.",joy
"I received a wedding invitation from an ex-flatmate, enclosed was á a small note that overcame a lot of the differences that had á arisen between us due to the circumstances in which she left the á flat.",joy
When I called my boyfriend he asked me if I would live with him.,joy
When my love for a guy was returned.,joy
I met my present boyfriend on a boat trip to England.  We had á said that we would call each other when we got back to Sweden (we á were not going to the same town in England).  As soon as I walked á in he called from England as he could not wait till he came á home.,joy
When I fell in love.,joy
When I was accepted as a student of Psychology here at á Gutttenburg.,joy
I made dinner for some friends and they appreciated it very much.,joy
After intercourse.,joy
When I was notified that I had been accepted as a Psychology á student.,joy
"After I had made my debut at Ullevi against IFK, Gottenburg and á got a good write up in the paper.",joy
As an evening class teacher I got positive feedback.  When the á atmosphere is good and a kind of relaxed understanding exists.,joy
When I was accepted as supervisor for a student teacher.  The á notification came by post.,joy
"When a close friend met me at the station in the middle of the á night, when I came back from a long and tiring journey.",joy
"When I was able to buy my new car, after lots of problems.",joy
When I was admitted to a certain school as a student.,joy
"When my father managed to begin a \new life\"" after the divorce á",joy
"I was in hospital, and then was visited by someone quite á unexpected.",joy
"When I finally managed to get a specific sound from my guitar, á after baving tried for a long time.",joy
When my children were born.,joy
"When my special friend said \I love you\"" for the first time.""",joy
When my term paper was evaluated.,joy
Got in touch with earlier friends after a long absence.,joy
Receiving a much wanted letter from a very good friend who lives á abroad.,joy
"A friend which I hadn't seen for years, sent me a small present.",joy
"When my fiancee travelled 2000 Km to visit me, and I hadn't seen á her for 4 months.",joy
"When the person that I was very fond of, returned to me.",joy
A close acquaintace cried for me. I felt happy because somebody á cared.,joy
Renewed contact with an earlier friend.,joy
"Receiving a postcard form my sweetheart who was abroad on á vacation, not being at all sure if he would write me or not.",joy
Finding my glasses again after having lost them in town.,joy
I got a job right after school was over.,joy
Having passed the exam required to be an authorized Radio/TV á dealer.,joy
Succeeding in helping others.,joy
I received the message that I'd been accepted at the school where I á really wanted to go.,joy
Winning the local soccer championships this year was a great joy.,joy
Getting the top price in the football pools.,joy
"Receiving close friends form abroad, whom I hadn't seen for á years.",joy
Selling my used car.,joy
Managed to run 30 Km on skis fairly simply.,joy
Reunion with my wife after a legal separation.,joy
Relating to my closest family.,joy
When the contract about my shop was signed.,joy
Receiving a letter form a girl that means a lot to me á emotionally.,joy
I won the country ski championship.,joy
"When the bank let me borrow some money this winter, after my á grant was spent.",joy
I am a school teacher. At a teacher-parent meeting I received a á good deal of positive feed-back on my work both from the parents á and through them from the pupils.,joy
[ A successful lesson.],joy
When in an economic crisis I got an unexpected sum of money.,joy
I was coming home from an exam and I supposed that I had á passed it so I ran to a restaurant for a beer.,joy
While dancing in a restaurant last week.,joy
My girlfriend gave me some feed-back and I understood that it á meant that our relationship was about to turn even closer.,joy
When I look at people around and know that people who are stupid á look stupid.,joy
[ Being close to another person.],joy
I went to a doctor with a complaint. The doctor told me that I á was completely healthy.,joy
When I unexpectedly received birthday greetings from a person I á like.,joy
I shot the decisive goal in an ice-hockey match.,joy
I passed an exam which I was not sure at all to pass.  I rejoyced á at the result because the possibility of continuing my studies á depended on it.,joy
"On the cliff by the sea, the silence and the sudden voice of a á bird.(swans of the bay)",joy
"When I got home from my job, I found a letter from the university á telling me that I had been admitted to begin my studies.",joy
I unexpectedly met a girl with whom I have always got along well. á ( I had not seen her for several months.),joy
I got a fairly large amount of my taxes back.,joy
"A sunny Autumn day, after a long rainy period.",joy
I got to know that I had been accepted at university.,joy
My joy was the joy of meeting again.  My husband came home after á having been away for weeks (for work).  I was on the railway á station to meet him.,joy
"My mother, sister and I were thinking about old times, our á childhood, and we had a very happy time.",joy
I started a new branch of studies after having failed a former á one.  When I got back my exam papers I was very happy to know á that I almost had full marks.,joy
My girlfriend sent me a letter with a shiny picture in it.,joy
"When, to my surprise, I got to know about having got \very good\"" á",joy
"I am not especially good at English, and after the high school á graduation exam in English I tensely waited for the result the á whole day.  In the evening, when I heard that I had done á excellently, I became very happy and the anxiety vanished.  My á family was at home.",joy
"When I got an unexpected letter from  a guy, who had been my school á mate.",joy
"When I got 21/30 points in an exam of statistics. The result was á unexpected and it made me realize that statistics do not á surpass my abilities, as I have sometimes thought.",joy
When my friend told me that he would come and meet me in a á moment.,joy
"When I felt that an exam, which I had feared, was an easy one and á went well.",joy
"When I got home from a pleasant trip abroad, I got to know that I á had been accepted at university.",joy
When I was pressing figures on the curtain cloth. I had bought á the cloth after months of hindrances.,joy
"Begining the week-end with my girlfriend : cozyness, beer and á wine.",joy
"When after an overwhelming anxiety and enquiry, I understood á something about why I exist and what my task in life is.",joy
"The day I got to know that I would get a shared dwelling with my á boyfriend.  My parents place was getting a little crowded with á my growing bother wanting a room to himself.  I first felt doubt, á then joy, but also sadness.  The feeling of joy was the á strongest.",joy
[ A chat on the telephone with a friend.],joy
"I was in a dancing-tavern and the atmosphere was one of waiting á for the end of the world.  Suddenly people began dancing wildly, á inspired by the band.  An unbelievable experience : wonderful á that even Finns sometimes flare up and forget to think \what á",joy
The inflammation of the ear of my child got cured and the doctor á said that the ear was completely all right.,joy
When a student of mine (at music) performed and played remarkably well.,joy
When I made up with a girl-friend of mine after having been on á unfriendly terms with her (my fault).  I cried with joy that á evening.,joy
"During lectures, I sensed an unexpressed understanding with a boy á I did not know.  We exchange glances ; I think he likes me, and I á like him too.  Perhaps he has fallen in love with me .........",joy
"[ During inter-rail-trip, after troubles, I met my little á sister.]",joy
"After having at last finished my master's thesis, I felt great á joy and relief.  I had been haunted by the thesis during the á whole of my studies.",joy
When I met a good friend of mine after a long time.,joy
"While having a discussion with a colleague of mine, I realized that her á conception of man and work were similar to mine.",joy
I had just moved to the town where I study and I got a postcard á from a good friend (from my home town).,joy
"I got a letter from my best friend, whom I had not heard from for á a long time (a good letter).",joy
When I got a letter from home.,joy
I found myself a place after looking for one for a long time.,joy
I went to see the entrance examination results at university.  I á rejoyced at my success.,joy
A good report card (a scholarship) in primary school.,joy
When I made the acquaintance of a certain person.,joy
"When I went to a job interview, I met a person who was very nice, á and his attitude made me glad.",joy
"I was in a restaurant with my boyfriend when I saw my best female á friend after not seeing her for two weeks.  We rejoyced, hugged á and had a long talk.",joy
When I was sick my husband bought me a piece of cake.,joy
"When my red-cheeked, content child runs to meet me in the yard of á the kindergarten and gives me a moist kiss on my cheek.",joy
"After my vacations, one day after a lecture it occured to me to á buy a rose for my mother.  We went together to a pub and my á mother told me that she would be getting married next Spring.  I á did not known about it and so was all the more glad.",joy
"I had been away from home for a long time and when I came home I á was delighted.  It was wonderful to see familiar, dear people and á I was rejoycing in advance.  I had been feeling very lonely.",joy
"When, after a long time, I saw a girl with whom I was in love.",joy
While watching an entertainment program in which there was a clever  á and amusing sketch.,joy
"In the army, my result at the shooting exercises got á me a three day furlough.",joy
When my favourite football team made a goal and was about to á win the Cup of England.,joy
When I was in the sauna bath.,joy
I passed an exam which I thought I had failed.,joy
"After one year of searching, my friend and I have found a flat we á are able to pay for.",joy
"I won a car in a prize-competition. The moment I was informed á about it, I felt joy.",joy
"In order to be admitted to my final examination, I had to pass á two examinations. As I had not studied very much, I resigned á myself to be left behind. Nevertheless I succeeded in these á examinations.",joy
My boyfriend returned after a long absence.,joy
When I met a good friend after a long time. We had had a quarrel á but after two weeks I was really glad to see him again.,joy
My father stayed abroad for one year. He does not like to write á letters because he makes ortographic mistakes. I never had a good á relation to him. He wrote me a letter in which he said that he á loved me.,joy
When I met my girlfriend - I had not counted on that.,joy
"In Southern Tyrol, I was gathering apples, it was a fine day, I á was not thinking about anything, I felt an overwhelming joy.",joy
A friend I had missed very much came to see me unexpectedly.,joy
"When I worked as an \au-pair-girl\"" in London, I received a call á",joy
I had the unexpected possibility to see a friend I like very á much.,joy
"After a one year's stay abroad, I returned home. I was even more á glad to see how much my family was pleased to see me.",joy
"On our way to France, my girlfriend and I went to Verona. By á chance we met an Italian couple - they gave us two tickets for á the dress-rehearsal of \Aida\"". It was a different world for us á",joy
When I was informed that a short story I had written had been á accepted for publication.,joy
After 3 weeks I saw my girlfriend again.,joy
"I went shopping with my parents - my father payed everything for á me, I was very glad.",joy
"At a choral concert I appeared as a solist. The concert5 was very á good, I forgot all the hard work that had been done before. There á remained only an undescribable joy and a feeling of warmth, á security etc.",joy
When my brother came back home after staying in hospital. He had á undergone an operation which had been a matter of life or death. á When he came home I could see him smile for the first time after á may weeks.,joy
One day I did not feel very well and I wanted to talk to á somebody. A friend invited me for dinner and I was very glad.,joy
A friend of mine often had difficulties with her parents. Once á she had a child she had a better relationship with them.,joy
I received a letter and a Christmas present from a person I had á not seen for two years.,joy
"I have a boyfriend and I am very fond of him. When we had our á \11-months jubilee\"", I had forgotten it. But he gave me a red á",joy
After a weekend at a seminar I saw my husband again. I hurried á home hoping he would be there. We embraced - I enjoyed feeling á his body.,joy
A party with friends on New Year's Eve.,joy
"I went to buy a bicycle with my father. When I wanted to pay, my á father took his purse and payed.",joy
Before Christmas I got to know a girl but our relationshop could á not consolidate before the holiday. Therefore it was a big á surprise to get a carefully hand-made present from her. - Our á relationship grew closer.,joy
A person whom I had not seen for a long time called me and á invited me for a party.,joy
When my mother was tremendous on the phone and we talked for á hours. She was in a good mood.,joy
When planning to marry.,joy
When Wayne and Sue (close friends) were announced our guardians á at ther wedding.,joy
Getting a part-time job.,joy
When my last year's second semester results came through - I was á ecstatic.,joy
"When I get something that seemed very hard like getting a job, a á boyfriend, etc. A specific sutuations, was when I started to date á a boy whom I liked for a long time.",joy
When I succeed in writing something I felt and doing it I felt á well and very happy for being able to express to myself something á that was suffocating me.,joy
After my final examination at school I was glad that the á examination was over and that I had passed it.,joy
For about one year I had a rather bad relation with my father. á Last Christmas Eve he invited me to stay withhim and I was very á glad about it. It was a fine evening.,joy
I had a little cat which was very sick. As I liked it very much I á went to a veterinary with it. He told me how to tend it and it á really recovered its health. Everybody said that I had saved its á life.,joy
When I passed my final examination at school.,joy
When I met my girlfriend again in another town after a long á separation.,joy
"On my birthday, an old friend of mine sent me a card. I had not á met him for a year and I was very glad that he had thought of me.",joy
"A very good friend of mine had been away for three months. When á we met again, we ran up to each other and embraced.",joy
"Several days after my final examination at school, I was sitting á in an airplane on my way to Greece. I enjoyed that moment very á much.",joy
My neighbour was not able to set his car in motion because it had á snowed heavily. I helped him - he was thankful and invited me.,joy
On my birthday I got a present that I had desired for a long á time.,joy
On New Year's Eve I went in a disco with friends. I amused myself á and got to know many other people.,joy
"I had a singing-lesson, but I was not very good. The last á exercise was singing scales. I did that very well and my teacher á seemed satisfied.",joy
"On my 18th birthday I passed the driving-test. I was glad because á I had had to study very much, because I had been lucky and á because - as a proof that it was really difficult - not everybody á had passed the test.",joy
"During my first week in Graz I met a girl who I had got to know á in the train from Amsterdam to Graz. Although I had considered á her very sympathetic, we had seperated without changing our á adresses.",joy
"I had not studied very much for my final examination at school, á so I had to take an additional examination in French. The oral á examination was not very hard for me - the more I was glad when I á heard that I had passed it.",joy
My boy-friend told me that he would take me to the training of á the life-saving dogs.,joy
"To be able to prepare myself better for an important examination, á I did not spend the nitht with my girl-friend but in the á students' hostel. I had not done that for months. The day when I á had the examn, somebody knocked at my door at seven o'clock in á the morning. My girl-friend who likes sleeping late, had come to á be able to be with me.",joy
After a long time I saw my boy-friend again. ,joy
"I thought that I had failed an examination, but when I was á informed about the mark, I saw that I had passed it.",joy
"When I had a psychical crisis, I met a girl, who told me that she á had had almost the same problems and how she had finally overcome á them.",joy
"Unexpectedly I met some persons who I like very much. á Spontaneously they invited me and integrated me within their á group, although it was late in the evening.",joy
"I had a quarrel with my fiancT. When he admitted his fault, á everything was allright. It was then for the first time that he á surprised me with coffee and cake and a bunch of flowers.",joy
My sister had a daughter. I saw the baby for the first time á through a pane of glass and she looked at me.,joy
"When I was 17, I had a mystic vision. I melted into a dazzling á light, which omitted perfect love. The physical experience became á unimportant, I heard or saw the words \overcome egotism\"". The á",joy
"When I was in a situation which seemed hopeless for me, I moved á back to my parents. For my father it went without saying anything á (normally he ofter grumbles at me).",joy
When I heard that I had passed my final examination at school á (with success).,joy
Last year I went to see friends in Yugoslavia - two girls with á whom I get along very well.,joy
When we got a young dog.,joy
"When I heard that a good friend, who had been abroad for a long á time, would come and see me.",joy
I unexpectedly got a present from my father.,joy
I met again a very good friend whom I had not seen for a long á time.,joy
My friend came to see me after she had stayed abroad. I waited at á the station.,joy
I bought a Christmas present for my girl-friend. On my way home I á was really glad about having found such a suitable thing.,joy
"I went to fetch my girl-friend at the station. When the train á arrived and I saw her descending and running up to me, I felt á glad.",joy
On my birthday a friend came to see me unexpectedly and brought á me flowers. I usually do not see her very often.,joy
After I had been away for a long time a friend told me that I had á passed all my written examinations.,joy
"After I had had a disappointment in my private life, my friend, á who studies in Vienna, came to see me spontaneously.",joy
Seeing relations from overseas after a few years.,joy
Emotional reassurances by spouse.,joy
A night spent with a group of friends.,joy
Getting a phone call from a very old friend.,joy
The more than satisfactory result of a recently-completed á university subject was communicated to me by phone.,joy
"On my birthday, when a very close friend sent me a huge bouquet á of flowers.",joy
One of my friends and I had breakfast in a restaurant. It was á spontaneous and lots of fun.,joy
I noticed that Meryl Streep and I had similar cheekbones and jaw á structure.,joy
"When I was complimented and called \delightful\"".""",joy
My current lover and I had been very busy with work and study and á had not had time alone together for almost a month until one á afternoon recently when we made love for hours and then showered á and ate together.,joy
Blank.,joy
When my boyfriend last told me he loved me after I gave him an á impulsive kiss.,joy
When I thought that my high school love and I had a mutual á emotion.,joy
I'd just got the top mark in an exam.,joy
"On a sailing boat at night, under a full moon, listening to Pink á Floyd, drinking good wine, with good company, the boat being á steered by autopilot, and a full eclipse of the moon.",joy
Family member survived an operation.,joy
A close married friend has just had his first child.,joy
Having received an offer to do post-graduate work.,joy
"Winning a tight tennis match. One set to play, and the team was á behind by 3 games. We won the last set 6-2 and won the match by a á game.",joy
"Arriving in New Zealand as a teenager - first overseas trip - á something \exhilarating\"" about the change of scenery etc.""",joy
Going to a friend's wedding and seeing many of my old friends á whom I had known before I moved to a new district five years á previously.,joy
"After being away on a holiday for 2 months, a friend, who lived á interstate, had remembered when I'd get back and phoned to á welcome me home on the night of my arrival.",joy
"I was captain of the school swimming team. The team was only two á points in front before the last relay. We won the relay, which I á swam in, and thus my team won the championship.",joy
"When I won the \Under 18\"" Showjumping at the Brookfield Show. The á",joy
Day I received my T.E. score and acceptance into my chosen course. á ,joy
"Eating biscuits and drinking Milo (Chocolate energy drink made á with milk and usually drunk warm) with my friend at College. We á get on really well, don't withold any feelings about each other's á friends and are pretty good at cheering each other up when we are á homesick.",joy
Getting a good mark for a subject I had worked hard at but á expected only a moderate mark.,joy
I got a good reaction from my tutor and tutorial group for a á presentation I'd given that I was very worried about.,joy
When I received the results from my final examination - Higher á School Certificate - and received a mark that was beyond my á wildest expectations.,joy
Got through first semester University.,joy
Getting back with my boyfriend after a year away - apart.,joy
"When I opened my TE Score envelope, and saw I got into á Physiotherapy.",joy
When my brothers had passed all of their exams and were able to  á graduate from their courses.,joy
When my present boyfriend asked me initially to go out with him I á had waited a long time for this to occur.,joy
"When I saw my brother in Church, and publically accept Jesus á Christ as his saviour and Lord.",joy
On holidays - just driving along a road beautiful scenery. Just á with my boyfriend - not really talking but just feeling á overwhelmed.,joy
Good news about a sick relative.,joy
When I received my TE Score and my acceptance from University - á it had been a goal since I left the bank a year earlier.,joy
Can't remember specific event - besides just being moderately á happy until a year or so ago.,joy
"When finally I found a place to live, I felt relieved, predicting á changes in my life, and I became happy.",joy
I felt it when I received a letter telling that I had been á classified in a national concourse of p... I felt happy and á vanity about it.,joy
When I asked my girlfriend to marry me.,joy
When I met a friend that I hadn't seen for some time.,joy
When I began to date a boy with whom I am till now. This was 16 á months ago.,joy
When I took my entrance exams successfully and also when I got my á school leaving certificate because the delivering ceremony was á extremely official.,joy
When I was admitted to the Sofia University.,joy
I was admitted to the University and a niece was born to me.,joy
My admittance to the University.,joy
Winning Queensland Chess Championship.,joy
"Receiving a very personal letter from a lady that I like, which á revealed that she was more enthusiastic about me than I had á thought possible.",joy
Being in love for the first time.,joy
"When I achieved my first 6 at University after a long string of á 3's, 4's and 5's (7 is the highest mark awarded, 3 is a conceded á pass).",joy
"When I was a child, my beloved cat gave birth to four beautiful á little kittens. Before she had them, she came up to me and I á followed her out, then witnessed them being born.",joy
"The weekend after I argued with my parents I went home again and á they couldn't have been nicer. As soon as I walked in, Mum kissed á me, then Dad, and thanked me for the birthday presents I'd left á for him, including a very sentimental birthday card.",joy
"Joy of giving birth, and of sharing that joy with my husband. á Moments of complete happiness and feelings of so much love.",joy
"Receiving notification that I had made a successful application á to the Speech Therapy course at Uni, gave me a very good feelig á of achievment and joy.",joy
Seeing a close friend who had just returned from twelve months á overseas.,joy
"When I finished my exams after 12th Grade, I was worried about á getting a T.E. Score high enough for Physiotherapy. When I found á that I had been accepted I was ecstatic, or more appropriately, á could jump for joy.",joy
"Two years ago, somebody I like very much wanted to give up his á studies. I tried to make him understand the importance of what he á was going to do, not only of the difficulty to find a job but also á because he will decrease his culture etc. This person made the á test to the college entrance examination and to our great joy we á found out that he succeded in entering at the University.",joy
When I entered at the University.,joy
When in the end of a semester I got the approval in a matter that á I judged very difficult.,joy
The situation in which I felt happiest in my life was when á I was with the person I love for the first time.,joy
"When I got through the examination for my driver licence, and á when I finished I knew I had passed it.",joy
"I was in ILHA GRANDE with a wonderful sun, with wonderful people, á with a wonderful sea, with a wonderful boy.",joy
I felt happy when my mother borrowed me the car in order to let á me go out alone for the first time.,joy
Always when I am well succeded.,joy
"When there was a possibility of getting on better in professional á life. I valorized very much this aspect. People showed me this á possibility, not the real fact (even because until now ...)",joy
When I got a wedding ring of diamond from the boy I loved.,joy
When I met again a great friend and talked a little while with á him. When I see again another I miss.,joy
When I entered University.,joy
"When I met a girl and asked her for a date and she agreed, (I á thought this girl would never like me), this was an emotion of á joy.",joy
I felt joy when I red my name in the list of the approved in the á entrance college examination.,joy
"To have a friend who I didn't see for months, and under the á circumstances that I met him made me feel happy, and perhaps á because it has been one of the good things that I learned with á this friend.",joy
"When, after a long time of searching I got my first job.",joy
When a person that I like very much got near to me.,joy
"I made the college entrance examinations for P.U.C. It was what I á wanted more. When the first list came out I got frustrated. I á wasn't in. When the second list came out without hopes I started á to read the newspaper and my name was thre. I was in the bus and á felt like crying so that everybody could hear me. The cry was hold, á and 1982 became forever a mask in my life.",joy
"The day I received the key of my apartment and we could enter in á it, for my fiancT and I had bought it yet in plans, and it seemed á to us that this was almost impossible to happen.",joy
It was when a friend took me to a place and gave me as a gift my á astrologycal map with the explanations of a psychologist.,joy
"In a day when at work, in school, and relationships came out as I á wanted, and I was recognized in my work.",joy
"I was travelling in the South of Brasil, near the end of the á year. I was well settled with 3 friends. At the evening of 31 M., á somebody, also with us, took from his purse pints of all colours, á and the 4 of us, and other friends, that were at the same beach, á painted each other and we went to the beach with champagne.",joy
"A friend of mine that is abroad undertook recently an axam to á enter on University in Dallas, and was approved.",joy
When I knew about my first job.,joy
When I got a small present form a person I like very much.,joy
When I saw my name in the newspaper and I knew that I entered at á the University.,joy
I had a friend who I didn't see for a long time. We had a á relationship from much union and interaction. It was more that á one year that I didn't see her. She appeared in my home and we á talked.,joy
When I got a record as a gift from a friend.,joy
"I wanted to go out to walk but I didn't know either where or á with whom, suddenly an invitation appeared.",joy
"I felt a great joy when I knew that my father was going to sell á the apartment from GUARUSA, because in some way we were helded by á it, that means that we didn't go to any other place, because we á had the apartment.",joy
When I discovered that I and my friend would be licensed at the á first call. This emotion was accompanied by a great relief. It á was the coronation of a year of sacrifice and extrene discipline.,joy
I felt joy when I entered at the University.,joy
"A meeting with the family and the friends I felt dear and loved, á sharing the gladness of being together at a birthday.",joy
After making an effort to enter at University I found a course á and a school of higher education which were compatible with my á experience and potentiality.,joy
I felt joy when I passed the worst phase in my life and á discovered how many people considered me important to them.,joy
I didn't like my former fob and felt joy when I received a á telegram offering me a new one that I though better and for which á I had been waiting.,joy
The day that my boyfriend appeared at home with a pair of rings á for our wedding.,joy
When people remember us and shows interest about what we do.,joy
"I felt glad to live again when I went to a meeting about the á \Knowledge\"". There are 4 techniques of meditation that connect á",joy
When I bought my car.,joy
The birth of my daughter.,joy
"I found a human \treasure\"" that I desired and got immediately. I á",joy
One of the greatest joiy was when I succeded in acquiring a á motorcycle through my own efforts.,joy
"When I got a stereo walkman from my father when he had finacial á difficulties. I thought that although he promised to give me that á present, he was not obliged to do so.",joy
"When I passed the whole weekend with my boyfriend, coming back á home on Sunday afternoon he met my parents for the first time.",joy
"I was in the living room at home with an ex-boyfriend, it was á nearly a year that we had separated, during the talk he began to á remember our courting and gave me a long kiss.",joy
Always when I meet the person I love.,joy
When I entered in the University after a year of struggles.,joy
A friend of mine travelled very far. I miss her but feel joy too á because fer life is taking the right direction as she wants. So I á feel joy for her mainly.,joy
When I met my mother after months of absence.,joy
I got a present from a great friend (a dog).,joy
When I can see my parents because now I am far from them.,joy
When I was admitted to the Bulgarian State Conservatoire.,joy
I have a new born child.,joy
"I felt joy most strongly some years ago, when I took part in a á NH Competition and I was the first.",joy
"When my nephew was born. The birth was hard, it was a big baby.",joy
Some time ago I was present at the wedding party of two close á friends of mine.,joy
"An encounter with a man whom I love, after a very long á separation.",joy
"At a success of mine, at a real achievement.",joy
For the first time in my life telling someone I loved them.,joy
"When I met my boyfriend and we discovered that we shared the same á ideals and goals in life, and that we could share all our á feelings and thoughts and felt that the world's not so bad when á you have someone really close to share your life with.",joy
When I passed the driving test after three failures.,joy
For instance when a girl is interested in me and likes me.,joy
I sensed this feeling when I passed successfully the second tour á of a competition.,joy
"I was happy when at difficult times I could find support in my á friend and my fiancT, I was happy because of their spiritual and á moral help which gave me new power to struggle. I was happy then, á I felt it in my soul.",joy
That was what I felt when I was finally accepted in the Bulgarian á Conservatorie after I had applied a couple of years.,joy
My boyfriend made me a proposal.,joy
When I heard what mark I had got at the entrance examination and á I realized my admittance to the University was almost certain.,joy
When I was admitted to a Language school. On the day when I was á informed by a message and my parents congratulated me.,joy
"When you are satisfied with something, when you achieve something á you have striven to.",joy
Having passed an exam.,joy
I'm glad when I have good relations with my colleagues and most á of all when we are at a party.,joy
