"Two boys whom I know were telling me, in an indecent manner, how á they had teased a young and shy girl I know.  They had despised á her conviction, scorned and touched her.  I got very angry and á did not try to conceal it and gave it back to them.",anger
When my tennis match was interrupted because a kid cycled right á into the court.,anger
"I had a very heavy work load and two colleagues, whom I have á nothing against, disturbed me by \terror ringing\"", i.e á",anger
"When I was deputy manager during the Summer, certain deputies á took liberties, more than what was normal.",anger
I reached the bus stop and realized that I had forgotten my bus á pass.,anger
When someone does something wrong which affects me negatively.,anger
I saw a report on T.V news on apartheid in South Africa. ,anger
The time when someone let the air out of the tyres of my cycle.,anger
[ No response.],anger
When I missed the tram after having run for it.,anger
"When I am accused of something I have not done, I get unbelievably á angry.",anger
Someone drove into my car and then denied that it had happened.,anger
Quarrel in the family.,anger
My car had been towed away by the traffic police because it had á been wrongly parked.  However the sign had been put up only after á I had already parked.,anger
A colleague asked me for some advice and as he did not have á enough confidence in me he asked a third person.,anger
When close relatives tried to dissuade me from studying á Psychology because of its low status.,anger
My employer took too many aspirins for a bad back and also drank á an enormous amount of spirit.  This was dangerous  and he did á not understand that he had done anything wrong.,anger
The sports fishermen who catch gulls instead of fish with their hooks. á   It is often a mistake but it makes me angry.,anger
When I found out that the guy I was dating at a particular time á had a steady relationship going on with someone else for a long á time.,anger
"When, after a week at school, a teacher sent a note home saying á that my son was inattentive and unable to do his lessons.",anger
When I was pointed out as a problem child in primary school and á my mother took the teacher's point of view.,anger
When my parents drove me to a nearby place and went home á immediately instead of waiting a few hours.  They could have á easily waited.,anger
"When we were in high school a few guys sometimes provoked a á friend of mine.  They called her a pig and then grunted.  This á irritated most of the girls.  Once, one of the girls got angry at á my friend and said something nasty and this made me terribly á angry.",anger
When my boyfriend sat up half the night playing computer games á with a friend.,anger
When my mother interfered in my life.,anger
"When my father asked me if I was a communist, at the same time he á made it clear that I should no longer see myself as his daughter.",anger
When my boss enrolled in a course to satisfy his own ends - to á trample on his associates.  I have the misfortune to have one of á my superiors in my course.,anger
"When my friend, as usual, forgot the tickets at home for a á performance.  We missed it.",anger
"When I tried to explain to a plumber, face to face, that the á toilet was broken and he did not believe it (it had been mended á ten times).",anger
When I read about Reagan's tactical decision concerning the á South African boycott.,anger
Some noisy guests arrived at the hotel.  I had been slightly á irritated earlier.  At night when I was trying to sleep they were á having a party so I went and yelled at them.  I wanted to sleep á as I had to get up early the next day.,anger
"Recently when my sister, who is four years younger than me and á very spoiled, shouted at my mother for no apparent reason .  The á heart-broken expression on my mother's face made me feel very á angry.",anger
On the way home from Marstrand I was driving behind my father's á car.  Another car tried to push in front of my father and he was á forced to swerve and he thus collided the car with a pillar.  The á other car drove off without even seeing what had happened.,anger
In a course I thought that I deserved good marks but I only got á ordinary marks with no justification as to why I was given these á marks.,anger
"When it became clear that a man had used many people sexually á and psychologically, despite the fact that many people looked up á to him.  I understood that one could not trust him and I was á forced to hide this for a while.",anger
When after a lot of provocation my child threw a plate on the á floor.,anger
"When I was forced to call the telephone company about a bill á concerning a disconnected phone belonging to my landlord.  The á bill was four months overdue and in the meanwhile he had been á using my phone, he seemed to have no intention of having his own á phone reconnected.",anger
[ After an examine I had been satisfied with.],anger
Jealous of my husband's old girlfriend.  We met her with her á husband and there was a lot of reminiscing.,anger
Exchange of points of view with my sister on a family matter.,anger
"At a cash desk where I had gone to buy 16 rolls of kitchen paper á at a reduced price.  After queuing with screaming children; it á turned out that I had taken two 8 roll packets instead of the one á 16 roll packet to which the rebate applied.  The assistant said á \You will have to get it another time.\""""",anger
An unjust refree decision at a sports event when I was the team á leader.,anger
A drummer who had borrowed my drums destroyed both the drumskin á and the sticks.  He did not repair them nor did he tell me about á it.,anger
When I told off a computer teacher who did not want to teach me á beacause of prejudice.,anger
[ No response.],anger
[ No response.],anger
When the morning newspaper has not arrived.,anger
"When I argue with my boyfriend, I feel as though he feels á superior to me.",anger
When during Winter the water pipes froze and we did not have any á water for two days.,anger
When our religion teacher presented shocking sectarian thoughts á and doom's day as official teaching.,anger
"In the student kitchen that we share, somebody drank from my á juice pot (one litre) so that I only got one glass out of the á whole pot.",anger
I missed the train and had to wait for the next for two hours. á For this reason I missed an appointment which had been very á important for me.,anger
I was watching TV with a friend. After the first film I wanted to á watch another film on the same channel. My friend switched over á to the other cannel without asking me what I wanted.,anger
"I moved to a flat. A friend who had lived there before, had left á the flat in a terrible mess. I was very angry about that á sloppiness and impudence.",anger
"A friend suggested in a round-about way that the reason we were á late for something was because of me, and that I'm often late. I á know this was partly true, but felt it unjustified that á particular time and I felt I couldn't do  anything about it á anyway (i.e. being late).",anger
During a fight with my best friend.,anger
"At my father's treatment of my mother, at his disregard for her, á and not being committed to her.",anger
"I told my boy friend not to park in a certain place because the á car would ger towed away - he didn't listen and it was towed away. á At that stage, our finances were below the poverty line & it á cost us $10.00 - all the money we had to get us through that week á (including rent).",anger
"Getting a terrible exam mark, which I couldn't understand the á reason for, and trying to see a lecturer or tutor, but being á given the runaround.",anger
When a close relative is treated badly.,anger
When my father's new fiancee treats me like a child.  She does á not trust me and constantly misunderstands me.  I get á particularly angry when she says nasty things about my boyfriend á with whom she works.,anger
My parents did not approve my choice of a boyfriend (now an á ex-boyfriend).  He happened to be 13 years older than me and he á was considered completely unsuitable for me.  IDIOT.,anger
"There was a sofa in my flat which belonged to the old tenants who á were acquaintances.  It should have been picked up a year ago but á they had postponed it.  Eventually they decided on one date and I á stayed at home despite the fact that I had other things to do.  á They did not come, nor did they call and they still have not got á in touch with me.",anger
A girl I was with went off with another guy.,anger
[ No response.],anger
My father and I had an argument because I do not help enough at á home.,anger
Quarrelled with my younger brother.,anger
A lady I live with had not bothered to clean up before she went   á on holiday (I live in a collective).,anger
[ No response.],anger
The sight of a man who ran amok (fighting) at a dance.,anger
"With the job appointments committee when the headmaster in charge á explained that a male teacher was more suitable for the á particular post.  I had more years of service than the male á teacher, but this was not taken into consideration.  I could have á been given a less attractive job if things had gone the way the á headmaster wanted.",anger
Someone didn't show up at a meeting in spite of having agreed to á come.,anger
"When I tried to put up a tent some years ago, I was teased and á hindered by my cousin.",anger
"A drunken friend of mine was beating up another friend, who was á also drunk.",anger
"My mother and her friends were speaking badly about my father á when they were separated, and my brothers and sisters and myself á were allowed to listen.",anger
"I was accused of a misdemeanour, unjustly.",anger
Meeting generally dominating persons in social occasions.,anger
"When my father phoned me to come home from my vacation, since he á no longer had the time to look after my garden and animals.",anger
When my car suddenly broke down !,anger
"Angry with my brother, who was making fun of me, teasing me.",anger
"Being subject to unfair treatment in a working group, someone á \bending the rules\"" was protected by the boss. This resulted in á",anger
"One of my best friends accused me of giving up to early on á problems. It was only a casual remark on her side, but I was á angry and hurt.",anger
"I was subject to false accusations, and got very angry.",anger
"I felt unfairly treated at an airport, being told to use a á different counter (for domestic traffic only).",anger
When students in our working group showed no responsibility or á interest in our work.,anger
"My nephew is a deaf and also \hyperactive\"" boy. I had been á",anger
"A close friend first said he accepted an agreement, but later á used that agreement as a reason for attacking me.",anger
"When I tried to breake it up with my boyfriend, and he refused to á let me go.",anger
Having a fight with a class mate.,anger
I get angry when people disbelieve me or misunderstand me.,anger
"Being a spokesman for the union, I got into a quarrel with a á colleague who had been acting disloyally over a sustained period á of time.",anger
"When others let me down, fail to keep agreements.",anger
I was accused of having drunk a bottle of liquor and then á refilling with water.,anger
When colliding with my car. I myself was to blame.,anger
When my mother treats me as a 10-year old boy.,anger
"Having agreed to share the taxi expenses, three people in the á back of the car just ran off, leaving the person up front with á the entire bill.",anger
Realizing that a friend had been talked into signing a certain á contract.,anger
Receiving personal criticisms early in the morning.,anger
"Physical violence. A friend wouldn't listen to me I repeatedly á tried to warn him, to no avail. Result: eight people were \pissed á",anger
"In traffic I often get relatively angry with other drivers. á Several transgressions make me mad, especially not yielding to á priority traffic (e.g. coming from the right).",anger
"Having gone to school without learning anything, as usual.",anger
Being slandered by friends.,anger
Angry when our team (small boys) lost the county championship á football final.,anger
"My father accused my brother of having bumped his car, and it was á wrong.",anger
"I had a discussion with my mother concerning my sister's divorce, á we disagreed strongly.",anger
A conflict with a pupil.,anger
"[ When I was treated unfairly, regardless of my motives or deeds.]",anger
My fiancee and I were at my parent's place watching TV. There á were  only two TV-chairs and we were sitting on them when my á drunken brother came in and rudely chased my fiancee off the á chair she was sitting on.,anger
When a girl left me.,anger
"While in the army, I was treated unfairly by my superiors.  I was á held responsible for a deed of which I was innocent.",anger
When stupid people push me during rush time in the city.,anger
[ An unfair punishment.],anger
"I had an implicit agreement with my sister about meeting her, á however she had not understood the situation the same way so she á did not turn up.",anger
When I learned that my brother had spoilt an LP of mine.,anger
After having quarelled with a relative of mine about politics.,anger
"I was disappointed and angry at the bad quality of a documentay á program on TV.  In my opinion, the topic was important and the á program should have been made with seriousness and consideration.",anger
When I realized that I was far behind the others in the language á course and I could no longer catch up with the others.,anger
I was angry with a friend of mine who behaved in an affected á manner.,anger
"When I did not find the rack used for beating up rugs, in the á yard.",anger
"I had an appointment downtown, and the person in question was á half an hour late.",anger
"I was coming home in a taxi with a fellow worker of mine.  He was á criticizing my earlier conduct towards him, which to my mind was á unfounded.  When I reached home, I ran out of the taxi and á slammed the door.",anger
"A person close to me mistook my good intentions for bad, and á therefore associated unpleasant traits to me.",anger
"My superior blamed me for some neglects at work in front of á others.  In fact, the task in question was not supposed to be á done by me.",anger
A relative of mine had come to see my husband to talk to him á about a problem concerning his sister and me.  I was angry á because this relative of mine did not dare to speak to me and á instead spoke to my husband.  I got to know about it later the á same day.,anger
"I am a school teacher.  One of the classes does not obey me at all, á keeps on talking, does no work.  One afternoon, everything went á wrong, and I got exceedingly angry.",anger
My mother carried on using mental pressure concerning something á which was serious and a real burden to me.,anger
On the TV news I heard that Nicaragua had complained about the á increasing threat of war with the USA.,anger
"When I checked my examination paper and realized that I had been á careless, thoughtless, lazy and hasty so as to make unnecessary á mistakes concerning things I know and understand.",anger
"A member of a religious sect tried to convert me, using really á evil tricks to persuade me.  After he had left, I was anxious and á angry for a long time. After the event, I was alone.",anger
My father had once again told me that I should be careful and try to á seek admission to other places also apart from the faculty of á Social Sciences at the university of Helsinki.  I was not at all á interested in any other place and had no time to study for other á entrance exams.,anger
When my room-mates were watching video-tapes and prevented me á from watching the news.  The first feeling I had was that I was á being treated unfairly and then came the feeling of anger.,anger
My friends promised me that they would definitely call me to tell á me if they were visiting me or not.,anger
"When a friend of mine was drawn into a fight because of the á stupid gang he belonged to. I felt angry with him and his á friends. They could not think about anything sensible, but would á fool around without taking into consideration the feelings of á other persons.á ",anger
"My mother had for some time been trying to separate me from a á good friend who, she thought, was not good company for me.  á Finally, at breakfast one day, we had an argument and I tried to á defend my friend.",anger
"My life-partner, who was drinking more and more, spoke about á kicking the cat.  He had never done anything of the kind, but I á knew that he would do so one day, without thinking about it.",anger
"A friend of mine ridiculed me, telling me that I would never á accomplish anything. I felt that he had interfered with my life.",anger
"While having a discussion with my mother, I realized that she á does not for a moment doubt the justification of her making the á decisions concerning my life.",anger
The outrageous conduct of a relative towards me and those close á to me.(blaming us and lying),anger
"[ For example, unfair pushing in a bus.]",anger
"I was at home, filling my tax report.  Nobody had time to help á me.  I would have liked to do it quickly so that I could go and á meet a friend of mine who had just returned from hospital.  I got á angry as both my brother and my father refused to give me their calculator á as I had not asked for it nicely.  I could not leave as I á had to wait for help and the tax report had to be done.",anger
The housing council asked the city to cut 40 linden trees so that á the inhabitants of the lower floors would have a view to the sea.,anger
My boy-friend came home late one night without having told me á about it before.,anger
When I heard that my step-mother had treated my mother in a wrong á manner.,anger
"In a tram, the ticket seller was commanding, taking the role of a á leader, trying to emphasize her non-existent authority with undue á strictness towards a good-humoured drunk who could not find his á ticket at once.",anger
"A male, Honduran acquaintance of mine despised my opinions.",anger
"During the Summer, at my workplace, a person kept interfering á with my tasks and making unfounded remarks.  I felt hatred for á him but it stopped when I realized that he just longed for attention.",anger
When I quarelled with my parents.,anger
"A \higher status\"" colleague of mine despised my attitude and á",anger
They had returned much less of my taxes than I had expected.,anger
"My parents put pressure on me to buy clothes, when I would not á have liked to do so.",anger
"Disagreements with mother.  When I moved from KankaanpSS, she had á promised to help me move but broke her promise because of some á hindrance. ",anger
I was angry at my boyfriend who had promised to come to see me á but did not because he spent the evening with his pals.,anger
"An utterance, which I had intended to be a joke, was taken as an á offence.  In my opinion, this was stupid, and I got angry.",anger
I got angry at a friend of mine whom I caught reading my notebook á (almanach).,anger
When my sister took my things without having asked for my permission á first.,anger
"My brother told me that a person (whom I know) had insulted him.  á I am very fond of my brother, and as he himself can not get angry á or hurt, my protectiveness was aroused and I got angry.",anger
"When I saw a big man hit another one, and nobody did anything.",anger
"Without my permission, my son had made popcorn after coming back á from school.  The consequences were a spoilt kettle and chaos in á the kitchen but what could have happened with the hot grease ?",anger
"I was on vacation, and therefore I did not attend a meeting of á the day care centre.  Nevertheless, the very day I came back they á called me early morining to ask me \what are you going to do á",anger
"One winter day I, unwillingly, was outdoors with my younger á brother (10 years younger than me).  I lost my temper on him and á wanted to throw my brother down the snow bank we were on.  I á pushed him but not as hard as I had wanted to. We were alone the á two of us.",anger
"A friend of mine had promised to arrange me some tickets for a á concert which I considered important.  He could not get them the á way he thought he would, so he gave up the whole thing.",anger
"The last day of school is traditionally celebrated by singing a á song about all the students who are leaving.  In the song á about me, there were things which irritated me a lot.",anger
I read in the newspaper that the Student Lodging Fund was going á to build new appartments for refugees (in my opinion this is the á state's affair).  This is when only a fractoin of the students á can find an appartment.,anger
"While playing a ball game, I was just about to make a goal when I á was thrown off my feet, and I failed to score the goal.",anger
"When I came for the lesson, it was cancelled and I had to fill in á a questionnaire instead.",anger
My girlfriend started singing (she cannot sing) and did not stop á despite my asking her to do so.,anger
"New Year's Eve party in the country, I hardly knew a person; my á partner spent most of the time at the bar. I had little á opportunity to get to know people because our table was separated á and my boyfriend's parents were present.",anger
"At the weekend I wanted to be absent from school because of a á sports event, but my teacher refused to give me the day off á because he didn't like me.",anger
I had a quarrel with my parents; I was convinced to be right.,anger
"I wanted to go to a friend of mine who had a party; at the moment á I wanted to leave, my father said I couldn't go because he needed á me for some work in the afternoon.",anger
"I wanted to see a friend, I had been looking forward to it and á had certain expectations, but he did not pay any attention to me, á played cards with other people.",anger
"Recently a good friend only called me when he needed something. á He never said \please\"" or \""thank you\"" or any other kind word.""",anger
When I lost my driving license because I had been driving while á under the influence of alcool.,anger
A colleague asked me to study with her. I could not explain á things as perfectly as she had expected. So she reacted in an á aggressive manner.,anger
When we rearranged furniture in our flat and got stuck in a á chair.,anger
I helped my little sister (13 years) learning mathematics. á Obviously she did not want to understand what I explained and á started to cry. I grew angry.,anger
"A friend of mine tried to persuade me to go at her place to act á as a model because she felt too tired. It was a quarter of an á hour before the appointed time, I had just lied down and did not á want to go because it was too late anyway. She said that I only á was talking about looking for work, but if it was possible I á would not accept it. I was angry about this unjust judgment.",anger
A friend called me and told me that she wanted to come and see á me. She lived in a village at 50 km distance fom my home town. á Next morning I expected her but she didn't arrive. As I got á impatient I called her but her parents told me that she had gone á skiing. I was very angry because I had cancelled an appointment á to be able to see her.,anger
"At the hairdresser's, I got two stains of dyestuff on my new á trousers. These stains are not removable, so I cannot put on the á trousers again.",anger
"A friend who shares the room with me, opened the window in the á morning and left the room the whole day. When I came home in the á evening, the room was so cold that I couldn't stay there.",anger
I arrived in Vienna in the middle of the night. I asked for some á silly information - as I realized myself afterwards - and the inquiry  á clerk reacted in a very arrogant manner.,anger
"I wanted to clear up a misunderstanding with a friend that I had á caused. A third person meddled in our conversation, turned my á efforts to ridicule so that I did not succeed in what I had á intended.",anger
"I went singing with a group of young people on January 6th (The á three Magi), a local custom called \star singing\"". One of the girls, my á",anger
"During a lecture, a colleague who did not know anything about the á subject, got on my nerves asking silly questions.",anger
"During the Christmas holdidays I wanted to invite my brother, his á girlfriend and their child for dinner. When I said to my á brother's girlfriend that I would like them to come at my place á for dinner, she refused and never mentioned it again as if I á had never asked her.",anger
"After an exhausting day I came home and wanted to take a bath to á relax. My father wanted to take a bath first and when he had á finished after an hour, there was no hot water left for me.",anger
My mother treated me unjustly as if I was a little child. I said á mean things. I was unable to defend myself adequately.,anger
It happened in a tram: some older people started to grumble about á the young people just because I had not immediately left my seat á to them.,anger
At the end of my holiday job I got less money than was due to me á and nobody mentioned anything about that.,anger
I share my small flat with my friend. On her birthday we could á not see each other until evening because we had to stay at the á University all day. In the evening I left a lecture before it á finished to be able to buy flowers for her. When I was at home á she called me to tell me that she would stay the night with her á boyfriend.,anger
"One day, when riding on a bicycle path, a car coming from the á opposite direction forced me to get off my bike although I had á the priority.",anger
"I was in \Hainburg\"" in December and I was angry about the á",anger
"I was waiting behind a car which was going to leave the parking á place, because I wanted to park my car there. Because of uncoming á traffic I had to wait for a short time - another driver placed á his car on the place.",anger
I was angry about several drivers who showed an aggressive and á dangerous driving habit.,anger
"When I was house-hunting: Another person got a flat that I would á have liked, too, because he heaped a floot of words on the á letter.",anger
"When I wanted to talk to someone I liked and whom I have been á told likes me (by his brother and even by himself) however he á avoids any confrontation, and is vague.",anger
My feelings towards would-be in-laws for their participation in á recent broken relationship.,anger
When boyfriend lied to me.,anger
People hunting animals.,anger
"At school, a couple of years ago, a so-called acquaintance told lies á about me to a teacher I was told about it by friends who overheard á the conversation.",anger
"When I was dismissed unjustly from the firm where I worked, á because there where persons that didn't have problems, and á wouldn't miss in the jobs they occupied if they were dismissed.",anger
"When I talked with a teacher yesterday who, to say the least, was á rude and unwise and had irrelevant opinions about a friend.",anger
When in a difficult moment I couldn't express myself correctly á and my thought came out with distortions bringing about highly á negative and distorted results.,anger
I was angry with a person who behaved terribly at a ball á offending her relatives.,anger
My sister had promised to help me to do a translation from á English into German. But the day I needed her she told me that á she was busy - I was very angry.,anger
"As I usually do not start learning until a short time before an á examination,, I once made up my mind to try to work for a longer á time. But once again I did not do it - and got a bad mark.",anger
When I felt being treated unjustly by a teacher.,anger
"A friend was unpunctual, we wanted to prepare ourselves for an á examination.",anger
"When we still attended school, my brother and I usually went to á see our aunt and to show her our term's report. She rewarded us á with money. Although my reports were as good as my brother's, he á got more money.",anger
I had stolen a bottle of rum from a person who knows me well. He á threatened to call the police if I did not pay 500 Shillings.,anger
I had arranged with a friend to go with him to Carinthia by car. á We had arranged a place where to meet. I was a bit late and my á friend had left already. I had no money to go by train. I nearly á started to cry because I was so angry - it was very important for á me to go to Carinthia.,anger
"At an examination I got a bad mark just because of a small á mistake. When I went to the lector and wanted to talk about that, á he did not listen to me but sent me away.",anger
"When I am discussing something with a person and I realize that á the other person is thinking over her own argumentations instead á of listening, I become angry.",anger
I was very hungry and just wanted to start eating when a friend á called me who usually talks for a long time. I was angry because á I was prevented from eating.,anger
A friend had promised to call me at a certain time. I expected á his call impatiently but in vain.,anger
I had studied for almost one week for my physics-examination. á With difficulty I passed the examn. I was angry about the teacher á and also about myself because I had not remembered enough during á the examn and because the time that I spent studying was wasted.,anger
"I had got a bad cold. My father said I must be crazy to go by á motorbike at those temperatures. When I answered him that I did á not care about a cold, he said that if I did not care for á anything I could leave him (it was for the second time he said á something like that).",anger
"My parents are divorced, father pays alimony for me. Two years á ago my sister who lives with father, suddenly asked mother for á money. As she considered the amount of money my mother offered á her too small, she brought an action against mother. I was á terribly angry with my sister.",anger
A man treated his dog very badly - he insulted and beated him á until the dog kept lying on the floor with his tail drawn in.,anger
"When I come home in the evening, the first thing I do is to sit á down and smoke a cigarette. One day I found the flat in a totally á desolate state. My girl-friend had wanted to tidy up but had not á finished.",anger
"I was angry about how the government acted concerning Hainburg, á especially when I saw a discussion about it on TV.",anger
"Once when I was playing table tennis I was already sure that I á would win , but at last I lost the game.",anger
A friend of mine told other people that I was a slattern (because á of an occurence that had happened some time ago). When I heard á about that I was very angry.,anger
"A friend of mine uses butter instead of oil when he is cooking. I á am always angry about that, because it is an unnecessary luxury. á Recently we both were cooking and he wanted to use butter again. á When I had already put the oil into the pan, he poured it out á again and put the butter into the pan.",anger
I had not eaten anything for 2 days to be able to pay the fine á for my fiancT. But he stayed in another town and spent one á thousand shillings in the restaurant during the same time.,anger
I bought an aquarium which made me much pleasure. I was watching á the fish when my father came in and asked me how much I had payed á for it. He said he would not pay for the current that it would á require.,anger
"When I played in a chess championship, I was disturbed by other á people. I asked them to be quiet, but in vain.",anger
I have a very big family. At my grandmother's funeral we all met á and everybody pretended mourning. In reality it was like a á fashion-show: everybody wanted to show himself.,anger
When my mother kept me in leading-strings.,anger
My girl-friend did not understand me; I was angry with myself á because I had problems when we seperated - I could not resign á myself to it.,anger
I had an accident with damage to the car body.,anger
"I heard friends grumbling at me in an adjoining room, although á they had behaved in a friendly way when I was present.",anger
My boy-friend had promised me to come home at about 10 p.m. He á did not return until midnight and had consumed a lot of alcohol.,anger
"A friend had promised to get me a book which was very important á for my work, but she forgot it.",anger
At an office an application that I had made was turned down á because of a scrupulous interpretation of the rules.,anger
I was angry when I watched a ski-race. All the Austrian skiers á dropped out.,anger
"My father had bought too many goods for his shop, there was not á enough space to store them.",anger
My boy-friend had promised me to come an 10 a.m. - he was 3 hours á late.,anger
I played chess with my 12-year-old brother. I made a stupid á mistake - and he won!,anger
A friend had promised me to give me a lift to Graz. To be sure I á called her before we went. She told me that she had just promised á another person to give him a lift.,anger
"Boyfriend \chatting up\"" another girl.""",anger
Heated discussion with spouse concerning new house.,anger
"A friend whom I had gone out of my way to do something for did á not bother to acknowledge my efforts, and treated me badly á thereafter.",anger
Being stopped by the police for a traffic offence which I don't á think I committed.,anger
"A person walking his dog allowed it to defecate on the footpath á outside my house. Although it had happened before, this was the á first time I had witnessed it. All the skills I had learnt from á PY 263 were thrown out the window when his indifference to my á protestation was obvious to me.",anger
"When the person I am going out with let me down in a situation á that I was depending on them, and didn't show respect or care.",anger
"At one of my close friends saying she didn't like the way I am á nice to people I don't know, or who have been nasty to me.",anger
As for disgust.,anger
Anger towards my lover for being late.,anger
"I had been having a heated argument with a lover - whose á intention was that we should marry in the near future - and was á rejected by her when I started to cry. When I stopped crying for á a moment she said \There, have you got it all out now ?\"".""",anger
The mother of a person with whom we had been sharing a housing á accused me of trying to rip her off over payment of bills in the á house. ,anger
Anger with boyfriend's best friend for alienating me and blaming á me for personality changes in my boyfriend and changes in my á boyfriend's attitude to him and his obvious egoistical attitude á himself in doing so. I also lost one of my best friends - his á girlfriend.,anger
I was enjoying the company of bird life while I was eating lunch á in a park when a group of people began throwing sticks at some of á the birds - for no reason other than the satisfaction of seeing á them being scared away.,anger
"I was at the corner shop, which I patronise regularly I had only á a $ 50 note and I purchased about $ 3 worth of goods that I á really needed - the keeper made sarcastic remarks to others about á people using him to cash notes.",anger
When my rights to use a shared house had been usurped by á co-owners out of pure selfishness.,anger
I walked in on a teenage patient of mine (I work in a hospital) á as he was going through my office drawers and he had removed á money from my purse.,anger
Not being alowed on a school camp with the class I'd been in for á 11 years (I had stayed down due to illness),anger
Last night - finding that someone in the house had eaten an á entire packet of almonds I had bought for a family treat.,anger
Finding that a subordinate at work was still not willing to á cooperate after discussions to try and resolve an attitude á problem.,anger
"Following an argument with my brother, he broke my golf clubs.",anger
At school when I had a shouting argument with a friend over my á ability to carry out a particular duty in the correct way without á harming her.,anger
Doing a group assignment and being left to do all the work and á take the blame for any mistakes.,anger
Brother provoked anger. It was when mother and father were away á and we had to look after ourselves. He accused me of being á selfish and a snob.,anger
"When my mother and father split up I was angry: I felt deprived á and \different\"" from other children at school.""",anger
"At a school dance when my supposed \best friend\"" kept walking á",anger
"A person ignored my advice, did not pay any attention to what was á saying. She acted as though I wasn't even there. We were doing á group work so everybody had the right to speak yet she just á ignored me. She made me feel insignificant.",anger
"At the hardware store, trying to convert Imperial to Metric á measurements, I made a mistake, and didn't buy enough tiles for á the bathroom. I was angry at myself, because I hope to be a Maths á teacher.",anger
"Going away for the weekend, leaving my College room open - when I á returned several friends had had a party there, leaving the mess.",anger
"When I received the mark well above requirements for the course I á wanted to enter, yet I was not accepted - anger at the injustice á of it, because I didn't receive early release of H.S.C. marks.",anger
In a situation whereby a friend's actions were deliberately á against my wishes and (with) no regard to my feelings.,anger
When a friend wouldn't speak to me and wouldn't tell me why.,anger
"When I was accused of \bitching\"" about best friend.""",anger
When I was put into a tennis team below my standard.,anger
When my sister lost my favourite jumper at a party and failed to á tell me for several days after it happened.,anger
"While at school I had to write an essay for doing something wrong á that I didn't do. I wrote the essay about how I was mistreated and á got Saturday morning detention along with a few other kids, but á they didn't show up.",anger
"Getting terrible meals, but paying heaps for them.",anger
My younger brother and I had been fighting over the TV/Video. He á kept on turning it on and off every 2 seconds and was not á listening to my authority and was being cheeky. We fought and I á ended up in tears - he'd won.,anger
Can't remember exact example.,anger
When I was left by the person I loved without any reason.,anger
I feel it when I see that somebody is traying to made a stupid of á me.,anger
I was with my girlfriend when some guys that I don't like made á fuss at my girl.,anger
When an unknown person provoked me verbaly and physically.,anger
I learned that my girlfriend had been unjustly missed from work.,anger
I was indignant at the unimpartiality shown by the referees at á the football match between Bulgaria and France.,anger
"When I talk to silly, petty-minded and unmanageable people.",anger
My grandfather's funeral.,anger
An unjust calumny concerning me.,anger
With self at losing an important game that I should have won.,anger
I was angry at a University tutorial when an ignorant loudmouth á persisted in trying to dominate the conversation.,anger
"As a child - about 8 years old - walking across a paddock - being á set upon by another boy who claimed it was \his land\"" - being á",anger
"I was informed by my flatmate that, when we'd moved into our á flat, she'd expected us to buy our food separetely - this event á actually happened some 5 months after our sharing began. Prior to á this, she had said nothing.",anger
"When my brothers were being cruel to my boyfriend, because his á flat-mate bent back one of my brother's fingers. It wasn't his á fault.",anger
"My flatmate was asking questions about my relationship with my á boyfriend, whether I wasn't treating him as unfairly as I claimed á he'd been treating me. As a result, I was angered, and became á defensive.",anger
